Dependent,Independent,Lag,PACF,Significant
JKM,NBP,1,-0.06476457468785518,TRUE
JKM,NBP,2,-0.051331439312886216,TRUE
JKM,NBP,3,-0.04836058244967847,TRUE
JKM,NBP,4,-0.03971032924710294,TRUE
JKM,NBP,5,-0.02575051154966782,FALSE
JKM,NBP,6,-0.020195473462312014,FALSE
JKM,NBP,7,-0.01942298230522213,FALSE
JKM,NBP,8,-0.03418902154586909,FALSE
JKM,NBP,9,-0.027831089640652194,FALSE
JKM,NBP,10,-0.02136078408933215,FALSE
JKM,NBP,11,-0.03546902364478502,FALSE
JKM,NBP,12,-0.03855173950694999,FALSE
JKM,NBP,13,-0.0012500794236793083,FALSE
JKM,NBP,14,-0.015617832901115554,FALSE
JKM,NBP,15,0.01109762710321098,FALSE
JKM,NBP,16,-0.007256773890698272,FALSE
JKM,NBP,17,-0.005146871965001014,FALSE
JKM,NBP,18,0.018889748661416912,FALSE
JKM,NBP,19,0.05747544082019201,TRUE
JKM,NBP,20,-0.06694066324216871,TRUE
JKM,NBP,21,0.02739426355705768,FALSE
JKM,NBP,22,0.055213717944551106,TRUE
JKM,NBP,23,0.028492094967330493,FALSE
JKM,NBP,24,-0.025071409787692227,FALSE
JKM,NBP,25,-0.005127135854270469,FALSE
JKM,NBP,26,0.005817872548913631,FALSE
JKM,NBP,27,0.008516252360089618,FALSE
JKM,NBP,28,0.03647069417409275,FALSE
JKM,NBP,29,-0.019075446660137683,FALSE
JKM,NBP,30,-0.025827882652063795,FALSE
JKM,NBP,31,-0.0160583098818306,FALSE
JKM,NBP,32,-0.013968766392680299,FALSE
JKM,NBP,33,-0.010159635382514192,FALSE
JKM,NBP,34,-0.0012107794690913991,FALSE
JKM,NBP,35,-0.010086916430641836,FALSE
JKM,TTF,1,-0.08057650581179276,TRUE
JKM,TTF,2,-0.058230465478412215,TRUE
JKM,TTF,3,-0.048978195370591886,TRUE
JKM,TTF,4,-0.022498689890407497,FALSE
JKM,TTF,5,-0.014591243457417377,FALSE
JKM,TTF,6,-0.004826411687930575,FALSE
JKM,TTF,7,-0.012742239618560436,FALSE
JKM,TTF,8,-0.02666961037860701,FALSE
JKM,TTF,9,-0.02006005401647491,FALSE
JKM,TTF,10,-0.020960116369307946,FALSE
JKM,TTF,11,-0.035966251630318934,FALSE
JKM,TTF,12,-0.034029917171895144,FALSE
JKM,TTF,13,0.004707569545440517,FALSE
JKM,TTF,14,-0.009490916205199982,FALSE
JKM,TTF,15,0.016961551360602577,FALSE
JKM,TTF,16,-0.00565491997553134,FALSE
JKM,TTF,17,-5.61808815518414e-4,FALSE
JKM,TTF,18,0.012457405870486056,FALSE
JKM,TTF,19,0.06738168184393672,TRUE
JKM,TTF,20,-0.05748692827079192,TRUE
JKM,TTF,21,0.028226833466665442,FALSE
JKM,TTF,22,0.06836261839250825,TRUE
JKM,TTF,23,0.03980335964350326,TRUE
JKM,TTF,24,-0.0053759143170283635,FALSE
JKM,TTF,25,0.0046540500044320405,FALSE
JKM,TTF,26,0.003548446135098669,FALSE
JKM,TTF,27,0.003958947565352776,FALSE
JKM,TTF,28,0.02860173515663634,FALSE
JKM,TTF,29,-0.022401144772202185,FALSE
JKM,TTF,30,-0.02276600177889374,FALSE
JKM,TTF,31,-0.023510740042243912,FALSE
JKM,TTF,32,-0.0170967710779323,FALSE
JKM,TTF,33,-0.01618537751988095,FALSE
JKM,TTF,34,0.005785268492488133,FALSE
JKM,TTF,35,-0.0042851501880499816,FALSE
JKM,HH,1,-0.007348567965112755,FALSE
JKM,HH,2,0.0021201589686198475,FALSE
JKM,HH,3,-0.029855942264175653,FALSE
JKM,HH,4,-0.0103891908942295,FALSE
JKM,HH,5,-0.0101068706842734,FALSE
JKM,HH,6,-0.01726952603897413,FALSE
JKM,HH,7,0.007500368823528617,FALSE
JKM,HH,8,-0.0038158193823187906,FALSE
JKM,HH,9,0.017281328651076452,FALSE
JKM,HH,10,0.010806223961857068,FALSE
JKM,HH,11,-0.0010396808672210583,FALSE
JKM,HH,12,-0.004486686673641393,FALSE
JKM,HH,13,0.028252112880772916,FALSE
JKM,HH,14,-0.010553589787561558,FALSE
JKM,HH,15,0.001767310444312274,FALSE
JKM,HH,16,-0.013346378844933069,FALSE
JKM,HH,17,-0.006610854963620746,FALSE
JKM,HH,18,0.0066092656832486526,FALSE
JKM,HH,19,0.046953949115981636,TRUE
JKM,HH,20,-0.05293110036673963,TRUE
JKM,HH,21,0.022188677749874382,FALSE
JKM,HH,22,0.05359101516782881,TRUE
JKM,HH,23,0.01442439673817456,FALSE
JKM,HH,24,-0.02520534741561111,FALSE
JKM,HH,25,-0.007038609244214434,FALSE
JKM,HH,26,-0.009754461408443205,FALSE
JKM,HH,27,0.013103756209491259,FALSE
JKM,HH,28,0.008358346224771841,FALSE
JKM,HH,29,-0.05533153001276261,TRUE
JKM,HH,30,-0.02038163036783803,FALSE
JKM,HH,31,-0.029198514379883266,FALSE
JKM,HH,32,-0.03438770798308002,FALSE
JKM,HH,33,-0.022980798401131035,FALSE
JKM,HH,34,-0.0010730720608125358,FALSE
JKM,HH,35,-0.0161117465579761,FALSE
NBP,JKM,1,-0.0886818246862073,TRUE
NBP,JKM,2,-0.05002743934648008,TRUE
NBP,JKM,3,0.002701183176373896,FALSE
NBP,JKM,4,0.020158369254664462,FALSE
NBP,JKM,5,-0.04876181822906646,TRUE
NBP,JKM,6,-0.02957208606898304,FALSE
NBP,JKM,7,-0.00809064262460553,FALSE
NBP,JKM,8,-6.137979340022276e-4,FALSE
NBP,JKM,9,-0.03944571154123154,TRUE
NBP,JKM,10,-0.03947185267933318,TRUE
NBP,JKM,11,0.035353325822336225,FALSE
NBP,JKM,12,0.00853316451116895,FALSE
NBP,JKM,13,-0.014056956767263078,FALSE
NBP,JKM,14,0.04835528525397023,TRUE
NBP,JKM,15,-0.01792617536186789,FALSE
NBP,JKM,16,-0.008214023445691514,FALSE
NBP,JKM,17,-0.002061251128154426,FALSE
NBP,JKM,18,0.03801912924660598,FALSE
NBP,JKM,19,0.022871329447070227,FALSE
NBP,JKM,20,0.02729143712282588,FALSE
NBP,JKM,21,0.01766397019473373,FALSE
NBP,JKM,22,0.014284273661113234,FALSE
NBP,JKM,23,0.06484755512855225,TRUE
NBP,JKM,24,0.0054497665423418,FALSE
NBP,JKM,25,-0.012747394564153611,FALSE
NBP,JKM,26,-0.005082641652249368,FALSE
NBP,JKM,27,0.02485628814158887,FALSE
NBP,JKM,28,0.038415307307631257,FALSE
NBP,JKM,29,-0.029849012757510517,FALSE
NBP,JKM,30,-0.04792536589130028,TRUE
NBP,JKM,31,0.027630105949117457,FALSE
NBP,JKM,32,-0.009150679750440045,FALSE
NBP,JKM,33,-0.016251802830944326,FALSE
NBP,JKM,34,0.039482328172414774,TRUE
NBP,JKM,35,-0.0014422701961437844,FALSE
NBP,TTF,1,0.20991215491743317,TRUE
NBP,TTF,2,0.041403311097164254,TRUE
NBP,TTF,3,0.05044263457742293,TRUE
NBP,TTF,4,-0.1000361675078548,TRUE
NBP,TTF,5,-0.010388670671577518,FALSE
NBP,TTF,6,-0.0649771428418715,TRUE
NBP,TTF,7,-0.027730475249456644,FALSE
NBP,TTF,8,-8.580469442403621e-4,FALSE
NBP,TTF,9,-0.07770837416420082,TRUE
NBP,TTF,10,0.019697944476062355,FALSE
NBP,TTF,11,0.016531812189224893,FALSE
NBP,TTF,12,-0.007727296677966569,FALSE
NBP,TTF,13,-0.060997651126657115,TRUE
NBP,TTF,14,0.030684861522508284,FALSE
NBP,TTF,15,-0.05919659063946058,TRUE
NBP,TTF,16,-0.0036052149566355896,FALSE
NBP,TTF,17,-0.009258775152917854,FALSE
NBP,TTF,18,0.027619889199579587,FALSE
NBP,TTF,19,-0.026337331632742093,FALSE
NBP,TTF,20,0.001851268892425661,FALSE
NBP,TTF,21,-0.04008227526558901,TRUE
NBP,TTF,22,0.02293027716630643,FALSE
NBP,TTF,23,0.010054572622729734,FALSE
NBP,TTF,24,0.004220957097501582,FALSE
NBP,TTF,25,-0.025376544141213212,FALSE
NBP,TTF,26,0.013515904327431404,FALSE
NBP,TTF,27,0.07423050364911632,TRUE
NBP,TTF,28,0.023321877046247164,FALSE
NBP,TTF,29,0.011212214468741507,FALSE
NBP,TTF,30,-0.048772706836624706,TRUE
NBP,TTF,31,0.04686495336590415,TRUE
NBP,TTF,32,-0.02248939812590343,FALSE
NBP,TTF,33,-0.01283233044208114,FALSE
NBP,TTF,34,0.012838326213325705,FALSE
NBP,TTF,35,-0.034408014295132974,FALSE
NBP,HH,1,-0.08321750511633291,TRUE
NBP,HH,2,-0.09724677725840257,TRUE
NBP,HH,3,-0.05484309251142114,TRUE
NBP,HH,4,0.016347566666642575,FALSE
NBP,HH,5,-0.051972130918484384,TRUE
NBP,HH,6,-0.03778806855433942,FALSE
NBP,HH,7,0.0024117931550589173,FALSE
NBP,HH,8,0.005481954309296184,FALSE
NBP,HH,9,-0.045219007826212805,TRUE
NBP,HH,10,-0.0375705448604761,FALSE
NBP,HH,11,0.02529293118594311,FALSE
NBP,HH,12,0.012643361128294204,FALSE
NBP,HH,13,0.006659114956355456,FALSE
NBP,HH,14,0.04230470826391064,TRUE
NBP,HH,15,-0.023314686719781617,FALSE
NBP,HH,16,-0.03005449424488004,FALSE
NBP,HH,17,-0.022331177668786773,FALSE
NBP,HH,18,-0.001219343094680901,FALSE
NBP,HH,19,0.0028271936441866207,FALSE
NBP,HH,20,0.04020847599034364,TRUE
NBP,HH,21,-0.011603699637866241,FALSE
NBP,HH,22,0.005344029708898277,FALSE
NBP,HH,23,0.03570423723522056,FALSE
NBP,HH,24,-0.003625726332116992,FALSE
NBP,HH,25,-0.005623400318022472,FALSE
NBP,HH,26,-0.012423912217942082,FALSE
NBP,HH,27,0.013556616976726266,FALSE
NBP,HH,28,0.021947025750395095,FALSE
NBP,HH,29,-0.03833404907564291,FALSE
NBP,HH,30,-0.03584398338532611,FALSE
NBP,HH,31,0.027340506834876623,FALSE
NBP,HH,32,-0.019687916630765613,FALSE
NBP,HH,33,-0.0018264323024798767,FALSE
NBP,HH,34,0.04884726013211934,TRUE
NBP,HH,35,-0.008851966738249412,FALSE
TTF,JKM,1,-0.07665691694090664,TRUE
TTF,JKM,2,-0.05693094504003674,TRUE
TTF,JKM,3,-0.017718529680152053,FALSE
TTF,JKM,4,0.05109107818206881,TRUE
TTF,JKM,5,-0.055542100820086926,TRUE
TTF,JKM,6,-0.030540270869030654,FALSE
TTF,JKM,7,-0.002527802773648706,FALSE
TTF,JKM,8,-0.006534361560886083,FALSE
TTF,JKM,9,-0.025738519433738467,FALSE
TTF,JKM,10,-0.04682250142912119,TRUE
TTF,JKM,11,0.014125439028428914,FALSE
TTF,JKM,12,-0.0021456338628063946,FALSE
TTF,JKM,13,-0.004190399698242383,FALSE
TTF,JKM,14,0.052310028780361964,TRUE
TTF,JKM,15,0.009833373193496156,FALSE
TTF,JKM,16,7.138221505965932e-4,FALSE
TTF,JKM,17,-0.02486767601550432,FALSE
TTF,JKM,18,0.018148354946574515,FALSE
TTF,JKM,19,0.03437548788223722,FALSE
TTF,JKM,20,0.04778204570982436,TRUE
TTF,JKM,21,0.04396961487394363,TRUE
TTF,JKM,22,0.008436222961786581,FALSE
TTF,JKM,23,0.046240146550024654,TRUE
TTF,JKM,24,0.00969431550430858,FALSE
TTF,JKM,25,0.003147886068586626,FALSE
TTF,JKM,26,1.0575817984514832e-4,FALSE
TTF,JKM,27,0.008961778729608903,FALSE
TTF,JKM,28,0.021692175201336057,FALSE
TTF,JKM,29,-0.04714935393299949,TRUE
TTF,JKM,30,-0.010896189266695179,FALSE
TTF,JKM,31,0.012257558350474264,FALSE
TTF,JKM,32,-0.008436250002220804,FALSE
TTF,JKM,33,-0.013792484225560486,FALSE
TTF,JKM,34,0.016090695755852036,FALSE
TTF,JKM,35,-0.009868151047495256,FALSE
TTF,NBP,1,0.19638829758050447,TRUE
TTF,NBP,2,0.07200364485733929,TRUE
TTF,NBP,3,-0.004169941713218189,FALSE
TTF,NBP,4,-0.10624023260031992,TRUE
TTF,NBP,5,-0.018093265062436196,FALSE
TTF,NBP,6,-0.0789231273296811,TRUE
TTF,NBP,7,-0.019618573834534258,FALSE
TTF,NBP,8,0.022135595229217018,FALSE
TTF,NBP,9,-0.06993235141746074,TRUE
TTF,NBP,10,0.06122898625711257,TRUE
TTF,NBP,11,0.003975565935516977,FALSE
TTF,NBP,12,-0.005450201554595389,FALSE
TTF,NBP,13,-0.028275267474513085,FALSE
TTF,NBP,14,0.05497624310881058,TRUE
TTF,NBP,15,-0.03629254472106481,FALSE
TTF,NBP,16,0.016122682320672047,FALSE
TTF,NBP,17,-0.02973139859835931,FALSE
TTF,NBP,18,0.014619364981851507,FALSE
TTF,NBP,19,0.007358725655483143,FALSE
TTF,NBP,20,0.032949120011500896,FALSE
TTF,NBP,21,-0.05482698511895038,TRUE
TTF,NBP,22,0.0014142207727984688,FALSE
TTF,NBP,23,0.003082132963732223,FALSE
TTF,NBP,24,-0.013196909812165999,FALSE
TTF,NBP,25,-0.004560974334877971,FALSE
TTF,NBP,26,1.4268934446382464e-4,FALSE
TTF,NBP,27,0.025768686262260174,FALSE
TTF,NBP,28,0.020565641078042717,FALSE
TTF,NBP,29,0.018409455990152878,FALSE
TTF,NBP,30,-0.0621785802188569,TRUE
TTF,NBP,31,4.4658706354975766e-4,FALSE
TTF,NBP,32,0.0084830062336473,FALSE
TTF,NBP,33,-0.01691459644491942,FALSE
TTF,NBP,34,-0.023711617680378664,FALSE
TTF,NBP,35,-0.04485735540853129,TRUE
TTF,HH,1,-0.018976314855607652,FALSE
TTF,HH,2,-0.06406973047212045,TRUE
TTF,HH,3,-0.044563066234588,TRUE
TTF,HH,4,0.06355654611277647,TRUE
TTF,HH,5,-0.05737031803678355,TRUE
TTF,HH,6,-0.028337708715497355,FALSE
TTF,HH,7,0.028767170667650974,FALSE
TTF,HH,8,-0.0066085936045869815,FALSE
TTF,HH,9,-0.021312290356793627,FALSE
TTF,HH,10,-0.04748550290266623,TRUE
TTF,HH,11,0.014868652249589292,FALSE
TTF,HH,12,-0.0019170562919276777,FALSE
TTF,HH,13,-0.003406712390920545,FALSE
TTF,HH,14,0.039328028473725,TRUE
TTF,HH,15,-0.0036278654050017813,FALSE
TTF,HH,16,-0.02651555345010102,FALSE
TTF,HH,17,-0.0367603576777832,FALSE
TTF,HH,18,-0.007883648303070812,FALSE
TTF,HH,19,0.012466162789537738,FALSE
TTF,HH,20,0.0360258435456342,FALSE
TTF,HH,21,0.006943953310196411,FALSE
TTF,HH,22,-0.007333314832873374,FALSE
TTF,HH,23,0.024840118800518667,FALSE
TTF,HH,24,-0.007308815134428851,FALSE
TTF,HH,25,0.0010320079181630412,FALSE
TTF,HH,26,-0.0012271564080700785,FALSE
TTF,HH,27,0.0011807516151230194,FALSE
TTF,HH,28,0.004103049731650242,FALSE
TTF,HH,29,-0.06742479264949093,TRUE
TTF,HH,30,-0.013531587128539205,FALSE
TTF,HH,31,-9.886666540450666e-4,FALSE
TTF,HH,32,-0.024696749434774866,FALSE
TTF,HH,33,0.008909710826422277,FALSE
TTF,HH,34,0.020801031691095987,FALSE
TTF,HH,35,-0.013350012066468448,FALSE
HH,JKM,1,-0.08488081935387012,TRUE
HH,JKM,2,0.020135974582185013,FALSE
HH,JKM,3,-0.01767846721531086,FALSE
HH,JKM,4,9.535065671063134e-4,FALSE
HH,JKM,5,-0.055267812912488355,TRUE
HH,JKM,6,-0.03284918383412386,FALSE
HH,JKM,7,-0.025983768568122626,FALSE
HH,JKM,8,0.013893293342157517,FALSE
HH,JKM,9,-0.01777135197654087,FALSE
HH,JKM,10,0.029873647197723455,FALSE
HH,JKM,11,-0.022605190706329173,FALSE
HH,JKM,12,-0.015176440952725122,FALSE
HH,JKM,13,-0.011905497040506984,FALSE
HH,JKM,14,0.0032632419796027835,FALSE
HH,JKM,15,-0.02221974033886879,FALSE
HH,JKM,16,0.008135918713807547,FALSE
HH,JKM,17,-0.0015497376312954933,FALSE
HH,JKM,18,0.008301234329169403,FALSE
HH,JKM,19,0.038964611457666214,FALSE
HH,JKM,20,0.030495140804400526,FALSE
HH,JKM,21,0.009749159202113795,FALSE
HH,JKM,22,-0.022231714677319506,FALSE
HH,JKM,23,-0.017997226265080248,FALSE
HH,JKM,24,-0.03791940064314151,FALSE
HH,JKM,25,-0.0033098291211939466,FALSE
HH,JKM,26,-0.003469567753829627,FALSE
HH,JKM,27,-0.02293061850879423,FALSE
HH,JKM,28,-0.03138839632911545,FALSE
HH,JKM,29,-0.028215842865370197,FALSE
HH,JKM,30,-0.02154086240362554,FALSE
HH,JKM,31,0.0054184811242973,FALSE
HH,JKM,32,-0.007971439787412559,FALSE
HH,JKM,33,0.005534875942268372,FALSE
HH,JKM,34,0.040117857298421884,TRUE
HH,JKM,35,0.0014648414888947345,FALSE
HH,NBP,1,-0.10307583372057079,TRUE
HH,NBP,2,-0.008797012236863718,FALSE
HH,NBP,3,-0.02409428963475019,FALSE
HH,NBP,4,-0.0025046641006459965,FALSE
HH,NBP,5,-0.060621732628258186,TRUE
HH,NBP,6,-0.03164303248517513,FALSE
HH,NBP,7,-0.023968827365210426,FALSE
HH,NBP,8,0.012566102126363112,FALSE
HH,NBP,9,-0.0282951889907754,FALSE
HH,NBP,10,0.027508354678831153,FALSE
HH,NBP,11,-0.02519955548778793,FALSE
HH,NBP,12,-0.014853160241040435,FALSE
HH,NBP,13,-0.011284578379984067,FALSE
HH,NBP,14,-0.0019863590717388714,FALSE
HH,NBP,15,-0.024997285477788612,FALSE
HH,NBP,16,-0.0013243855535913893,FALSE
HH,NBP,17,-0.005643014048555389,FALSE
HH,NBP,18,0.003227836617706589,FALSE
HH,NBP,19,0.02883524706488216,FALSE
HH,NBP,20,0.022061915665883933,FALSE
HH,NBP,21,0.005801674177274568,FALSE
HH,NBP,22,-0.02882171547474038,FALSE
HH,NBP,23,-0.025488941639725836,FALSE
HH,NBP,24,-0.04044651547912641,TRUE
HH,NBP,25,-0.009771122905964097,FALSE
HH,NBP,26,-0.009048695587245846,FALSE
HH,NBP,27,-0.0293292522327986,FALSE
HH,NBP,28,-0.027141168345068675,FALSE
HH,NBP,29,-0.024875195805335978,FALSE
HH,NBP,30,-0.02881932517417396,FALSE
HH,NBP,31,3.141111279591798e-4,FALSE
HH,NBP,32,-0.022788177965944463,FALSE
HH,NBP,33,2.0355224619475567e-5,FALSE
HH,NBP,34,0.042297301080684205,TRUE
HH,NBP,35,-0.0010830879305049896,FALSE
HH,TTF,1,-0.10122614843181682,TRUE
HH,TTF,2,-0.004524273378795058,FALSE
HH,TTF,3,-0.023006943576555555,FALSE
HH,TTF,4,0.0028916329672579546,FALSE
HH,TTF,5,-0.06163340589477396,TRUE
HH,TTF,6,-0.03130318063742379,FALSE
HH,TTF,7,-0.02305636388885026,FALSE
HH,TTF,8,0.009278859815338941,FALSE
HH,TTF,9,-0.029957178189092142,FALSE
HH,TTF,10,0.024977080105505107,FALSE
HH,TTF,11,-0.028352478086746333,FALSE
HH,TTF,12,-0.020132249002944597,FALSE
HH,TTF,13,-0.0139195655069128,FALSE
HH,TTF,14,-0.002525299931228084,FALSE
HH,TTF,15,-0.025829141511290458,FALSE
HH,TTF,16,-3.970933862430057e-4,FALSE
HH,TTF,17,-0.006013640166519937,FALSE
HH,TTF,18,9.044731342401628e-4,FALSE
HH,TTF,19,0.025757937746329847,FALSE
HH,TTF,20,0.018424401540749872,FALSE
HH,TTF,21,0.0038758777438457955,FALSE
HH,TTF,22,-0.03402904136282622,FALSE
HH,TTF,23,-0.02968025896018958,FALSE
HH,TTF,24,-0.04547982700948143,TRUE
HH,TTF,25,-0.01489366854670938,FALSE
HH,TTF,26,-0.012613842078419504,FALSE
HH,TTF,27,-0.03174031020300038,FALSE
HH,TTF,28,-0.030937579667126448,FALSE
HH,TTF,29,-0.02353966149042942,FALSE
HH,TTF,30,-0.026879401035676105,FALSE
HH,TTF,31,-0.00170688294494475,FALSE
HH,TTF,32,-0.02267407046805367,FALSE
HH,TTF,33,-0.002125034942712854,FALSE
HH,TTF,34,0.03922441655932942,TRUE
HH,TTF,35,-0.0011481609031411184,FALSE
